# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP-GutHK_D11_089   -               17     878      13     877       3     882    1466    +           0 1034.1  23.7  -
Geobacteraceae_Geoalkalibacter                   -          LKAP-GutHK_D11_089   -               44     904      17     876       2     882    1556    +    4.2e-180  598.7  22.7  -
Comamonadaceae_Malikia                           -          LKAP-GutHK_D11_089   -               42     878      15     876       3     882    1526    +      5e-180  598.4  22.6  -
Sneathiellaceae_Sneathiella                      -          LKAP-GutHK_D11_089   -               19     824      10     876       3     882    1453    +    5.2e-180  598.7  22.1  -
Comamonadaceae_Ramlibacter                       -          LKAP-GutHK_D11_089   -               30     867      16     876       3     882    1460    +    5.8e-180  598.3  23.2  -
Orbaceae_Gilliamella                             -          LKAP-GutHK_D11_089   -               50     888      16     874       2     881    1538    +    7.1e-180  598.0  22.9  -
Phyllobacteriaceae_Chelativorans                 -          LKAP-GutHK_D11_089   -               32     817      17     876       2     882    1409    +    7.7e-180  598.3  22.7  -
Halomonadaceae_Modicisalibacter                  -          LKAP-GutHK_D11_089   -               43     884      16     874       2     881    1531    +    1.1e-179  597.3  23.7  -
Kangiellaceae_Marinicella                        -          LKAP-GutHK_D11_089   -               44     887      17     874       5     880    1529    +    1.2e-179  597.6  21.6  -
Comamonadaceae_Roseateles                        -          LKAP-GutHK_D11_089   -               30     830      67     876      47     882    1396    +    1.2e-179  597.5  22.1  -
Comamonadaceae_Pseudorhodoferax                  -          LKAP-GutHK_D11_089   -               22     860      15     876       2     882    1477    +    1.3e-179  597.2  24.0  -
Sphingomonadaceae_Blastomonas                    -          LKAP-GutHK_D11_089   -               40     827      16     876       2     882    1448    +    1.4e-179  597.3  21.3  -
Comamonadaceae_Giesbergeria                      -          LKAP-GutHK_D11_089   -               33     869      15     876       3     882    1484    +    1.4e-179  596.9  22.4  -
Rhodospirillaceae_Thalassospira                  -          LKAP-GutHK_D11_089   -               34     837      10     876       3     882    1457    +    1.7e-179  596.6  22.6  -
Comamonadaceae_Caenimonas                        -          LKAP-GutHK_D11_089   -               29     866      16     876       4     882    1463    +      2e-179  596.5  22.9  -
Ruminococcaceae_Ruminococcus                     -          LKAP-GutHK_D11_089   -               11     842      16     875       6     882    1394    +    2.1e-179  596.6  22.5  -
Comamonadaceae_Curvibacter                       -          LKAP-GutHK_D11_089   -               44     881      16     876       4     882    1483    +    2.3e-179  596.4  23.4  -
Comamonadaceae_Xenophilus                        -          LKAP-GutHK_D11_089   -               13     848      16     876       6     882    1430    +    2.7e-179  596.0  22.3  -
Desulfovibrionaceae_Pseudodesulfovibrio          -          LKAP-GutHK_D11_089   -               40     891      17     877       2     882    1537    +    3.1e-179  595.9  22.6  -
Alcaligenaceae_Oligella                          -          LKAP-GutHK_D11_089   -               38     878      16     873       3     882    1504    +    3.7e-179  595.6  21.7  -
Burkholderiaceae_Polynucleobacter                -          LKAP-GutHK_D11_089   -                9     847      16     876      12     882    1492    +    4.6e-179  595.6  21.6  -
Rhodospirillaceae_Skermanella                    -          LKAP-GutHK_D11_089   -               24     811      17     877       3     882    1409    +    4.9e-179  595.7  21.7  -
Syntrophobacteraceae_Syntrophobacter             -          LKAP-GutHK_D11_089   -               24     882      17     874       2     882    1504    +      5e-179  595.6  21.9  -
Desulfobulbaceae_Desulforhopalus                 -          LKAP-GutHK_D11_089   -               24     866      17     876       2     882    1498    +    5.1e-179  595.4  22.7  -
Comamonadaceae_Variovorax                        -          LKAP-GutHK_D11_089   -               31     868      16     876       3     882    1481    +    5.4e-179  595.0  23.5  -
Brucellaceae_Ochrobactrum                        -          LKAP-GutHK_D11_089   -               42     825      17     876       3     882    1421    +    6.3e-179  595.1  22.0  -
Comamonadaceae_Lampropedia                       -          LKAP-GutHK_D11_089   -               42     882      16     876       2     882    1488    +    1.2e-178  594.0  22.5  -
Desulfobacteraceae_Desulfofaba                   -          LKAP-GutHK_D11_089   -               37     897      17     875       2     882    1512    +    1.3e-178  593.9  21.4  -
Comamonadaceae_Simplicispira                     -          LKAP-GutHK_D11_089   -               42     878      15     876       3     882    1512    +    1.5e-178  593.5  22.6  -
Rhizobiaceae_Rhizobium                           -          LKAP-GutHK_D11_089   -               23     808      16     877       2     882    1417    +    1.6e-178  593.8  22.4  -
Acetobacteraceae_Roseomonas                      -          LKAP-GutHK_D11_089   -               60     817      74     876      53     882    1438    +    1.9e-178  593.8  22.5  -
Syntrophomonadaceae_Syntrophomonas               -          LKAP-GutHK_D11_089   -               40     907      16     877       2     882    1529    +    2.7e-178  592.7  22.6  -
Rhodobacteraceae_Pseudovibrio                    -          LKAP-GutHK_D11_089   -               34     829      10     876       2     882    1446    +    3.4e-178  592.8  21.7  -
Cellvibrionaceae_Saccharophagus                  -          LKAP-GutHK_D11_089   -                7     839      17     874      12     881    1431    +    3.7e-178  592.3  21.8  -
Rhodospirillaceae_Nisaea                         -          LKAP-GutHK_D11_089   -               45     841      17     876       4     882    1385    +    4.1e-178  592.3  22.2  -
Sphingomonadaceae_Sphingosinicella               -          LKAP-GutHK_D11_089   -               24     810      17     876       3     882    1409    +    5.1e-178  592.4  21.4  -
Rhizobiales_Amorphus                             -          LKAP-GutHK_D11_089   -               10     808       7     876       2     882    1427    +    7.4e-178  591.7  22.7  -
Oceanospirillaceae_Oceanobacter                  -          LKAP-GutHK_D11_089   -               23     857      16     874       3     881    1452    +    7.9e-178  591.2  22.2  -
Rhodospirillaceae_Niveispirillum                 -          LKAP-GutHK_D11_089   -               35     836      11     876       3     882    1477    +    8.8e-178  591.4  22.4  -
Oceanospirillaceae_Oceaniserpentilla             -          LKAP-GutHK_D11_089   -               46     887      16     875       2     882    1475    +    1.2e-177  590.5  23.1  -
Sphingomonadaceae_Sphingorhabdus                 -          LKAP-GutHK_D11_089   -               24     811      17     877       4     882    1420    +    1.2e-177  590.9  21.1  -
Comamonadaceae_Pelomonas                         -          LKAP-GutHK_D11_089   -               11     825      60     876      45     882    1390    +    1.3e-177  590.7  22.0  -
Hyphomicrobiaceae_Hyphomicrobium                 -          LKAP-GutHK_D11_089   -               47     804      71     876      50     882    1423    +    2.3e-177  589.9  20.9  -
Rhodobacteraceae_Paracoccus                      -          LKAP-GutHK_D11_089   -               19     813      12     877       3     882    1403    +    2.8e-177  589.8  21.7  -
Phyllobacteriaceae_Phyllobacterium               -          LKAP-GutHK_D11_089   -               17     801      16     876       4     882    1418    +      3e-177  589.3  22.4  -
Litoricolaceae_Litoribrevibacter                 -          LKAP-GutHK_D11_089   -               23     864      16     875       2     882    1465    +      4e-177  588.8  22.9  -
Rhodobacteraceae_Labrenzia                       -          LKAP-GutHK_D11_089   -               43     829      16     876       2     882    1447    +    4.6e-177  589.1  22.7  -
Methylocystaceae_Methylopila                     -          LKAP-GutHK_D11_089   -               44     827      17     876       3     882    1425    +    4.8e-177  588.9  22.8  -
Fusobacteriaceae_Ilyobacter                      -          LKAP-GutHK_D11_089   -               44     858      17     875       7     882    1510    +    5.8e-177  588.7  23.6  -
Rhodospirillaceae_Fodinicurvata                  -          LKAP-GutHK_D11_089   -               39     795      73     876      52     882    1390    +    6.2e-177  588.6  21.4  -
Alteromonadaceae_Lacimicrobium                   -          LKAP-GutHK_D11_089   -               43     882      16     874       2     881    1499    +    6.7e-177  588.1  22.9  -
Desulfobacteraceae_Desulfonema                   -          LKAP-GutHK_D11_089   -               28     890      17     877       2     882    1506    +    7.2e-177  588.2  21.8  -
Aurantimonadaceae_Aureimonas                     -          LKAP-GutHK_D11_089   -               32     816      17     877       3     882    1433    +    7.5e-177  588.3  22.9  -
Burkholderiales_Sphaerotilus                     -          LKAP-GutHK_D11_089   -               10     843      16     876      11     882    1407    +    7.9e-177  588.2  21.9  -
Cellvibrionaceae_Marinagarivorans                -          LKAP-GutHK_D11_089   -               50     884      16     875       2     882    1534    +    8.1e-177  587.8  22.7  -
Selenomonadaceae_Selenomonas                     -          LKAP-GutHK_D11_089   -               45     909      17     877       2     882    1508    +    9.1e-177  587.7  22.4  -
Rhodospirillaceae_Insolitispirillum              -          LKAP-GutHK_D11_089   -               24     809      17     876       4     882    1442    +    9.9e-177  587.8  22.0  -
Syntrophaceae_Syntrophus                         -          LKAP-GutHK_D11_089   -               44     901      17     876       2     882    1560    +      1e-176  587.5  22.1  -
Oceanospirillaceae_Balneatrix                    -          LKAP-GutHK_D11_089   -               34     876      16     874       2     881    1395    +    1.4e-176  587.2  22.8  -
Desulfobulbaceae_Desulfobulbus                   -          LKAP-GutHK_D11_089   -               24     880      16     877       2     882    1456    +    1.4e-176  587.1  22.6  -
Halieaceae_Marimicrobium                         -          LKAP-GutHK_D11_089   -               31     864      16     874       2     881    1512    +    2.4e-176  586.4  23.1  -
Rhodospirillaceae_Novispirillum                  -          LKAP-GutHK_D11_089   -               14     811      10     876       2     882    1442    +    4.2e-176  585.6  23.4  -
Comamonadaceae_Limnohabitans                     -          LKAP-GutHK_D11_089   -               13     851      15     876       5     882    1500    +    5.3e-176  585.0  22.7  -
Burkholderiales_Rubrivivax                       -          LKAP-GutHK_D11_089   -               43     879      16     876       4     882    1496    +    6.6e-176  585.0  22.8  -
Oceanospirillales_Alkalimarinus                  -          LKAP-GutHK_D11_089   -               23     863      16     874       2     881    1464    +    1.1e-175  584.1  22.9  -
Pasteurellaceae_Phocoenobacter                   -          LKAP-GutHK_D11_089   -               24     865      17     874       2     881    1495    +    2.4e-175  583.1  23.3  -
Oceanospirillales_Salinispirillum                -          LKAP-GutHK_D11_089   -                2     837      18     874      17     881    1417    +    3.2e-175  582.5  21.7  -
Patulibacteraceae_Patulibacter                   -          LKAP-GutHK_D11_089   -               44     877      17     876       2     882    1494    +    4.2e-175  582.1  22.7  -
Rhodobacteraceae_Albidovulum                     -          LKAP-GutHK_D11_089   -               35     832      11     876       2     882    1443    +    4.4e-175  582.4  21.9  -
Rhodospirillaceae_Rhodospirillum                 -          LKAP-GutHK_D11_089   -               34     829      10     876       3     882    1477    +    4.9e-175  582.1  22.5  -
Rhizobiaceae_Allorhizobium                       -          LKAP-GutHK_D11_089   -               31     828       7     877       3     882    1446    +    5.1e-175  582.2  22.2  -
Rhodospirillaceae_Pararhodospirillum             -          LKAP-GutHK_D11_089   -               31     788      71     876      30     882    1383    +    5.6e-175  581.9  22.0  -
Litoricolaceae_Litoribacillus                    -          LKAP-GutHK_D11_089   -               52     893      16     875       2     882    1519    +    6.2e-175  581.5  22.9  -
Rhodobacteraceae_Gemmobacter                     -          LKAP-GutHK_D11_089   -               13     809       9     876       2     882    1399    +    6.7e-175  581.9  21.9  -
Rhizobiaceae_Ensifer                             -          LKAP-GutHK_D11_089   -               24     807      17     876       3     882    1437    +    8.7e-175  581.6  21.9  -
Rhodobacteraceae_Rhodobacter                     -          LKAP-GutHK_D11_089   -               22     809      15     876       2     882    1389    +    8.8e-175  581.4  21.5  -
Phyllobacteriaceae_Aquamicrobium                 -          LKAP-GutHK_D11_089   -               53     807      74     876      52     882    1407    +    1.1e-174  581.2  20.9  -
Bradyrhizobiaceae_Rhodopseudomonas               -          LKAP-GutHK_D11_089   -               57     812      74     877      54     882    1464    +    1.1e-174  580.9  21.7  -
Brucellaceae_Mycoplana                           -          LKAP-GutHK_D11_089   -               54     808      74     876      49     882    1438    +    1.4e-174  580.8  20.5  -
Halomonadaceae_Zymobacter                        -          LKAP-GutHK_D11_089   -               19     860      16     875       3     882    1509    +    1.4e-174  580.4  23.1  -
Beijerinckiaceae_Beijerinckia                    -          LKAP-GutHK_D11_089   -               68     823      74     877      51     882    1432    +    1.6e-174  580.5  20.9  -
Succinivibrionaceae_Ruminobacter                 -          LKAP-GutHK_D11_089   -               52     887      18     876       3     882    1539    +    1.7e-174  580.3  22.6  -
Desulfobulbaceae_Desulfopila                     -          LKAP-GutHK_D11_089   -               44     890      16     876       2     882    1512    +    1.8e-174  580.1  22.5  -
Rhodobacteraceae_Thioclava                       -          LKAP-GutHK_D11_089   -               34     829      10     876       3     882    1433    +    2.2e-174  579.9  21.7  -
Halieaceae_Congregibacter                        -          LKAP-GutHK_D11_089   -               32     865      16     874       2     881    1416    +    2.7e-174  579.6  23.2  -
Anaplasmataceae_Ehrlichia                        -          LKAP-GutHK_D11_089   -               35     845      14     873       3     882    1448    +    2.9e-174  579.7  21.5  -
Sphingomonadaceae_Rhizorhabdus                   -          LKAP-GutHK_D11_089   -               44     830      17     876       4     882    1453    +    2.9e-174  579.8  21.2  -
Oceanospirillaceae_Bacterioplanoides             -          LKAP-GutHK_D11_089   -               43     882      16     874       2     881    1500    +    3.7e-174  579.1  23.0  -
Desulfomicrobiaceae_Desulfomicrobium             -          LKAP-GutHK_D11_089   -               34     883      17     877       2     882    1502    +    4.1e-174  579.0  22.6  -
Phyllobacteriaceae_Nitratireductor               -          LKAP-GutHK_D11_089   -               41     827      17     877       3     882    1426    +      5e-174  579.0  22.3  -
Rhodobiaceae_Afifella                            -          LKAP-GutHK_D11_089   -               22     809      15     876       2     882    1443    +      5e-174  578.8  23.0  -
Xanthobacteraceae_Xanthobacter                   -          LKAP-GutHK_D11_089   -               46     801      74     876      54     882    1413    +    5.3e-174  578.8  21.0  -
Bdellovibrionaceae_Bdellovibrio                  -          LKAP-GutHK_D11_089   -               20     837      17     877       3     882    1432    +    6.5e-174  578.3  22.2  -
Lysobacteraceae_Rehaibacterium                   -          LKAP-GutHK_D11_089   -               52     890      16     875       2     882    1548    +    7.1e-174  578.2  23.4  -
Phyllobacteriaceae_Mesorhizobium                 -          LKAP-GutHK_D11_089   -               43     798      74     877      52     882    1403    +    7.5e-174  578.3  20.9  -
Cellvibrionaceae_Maricurvus                      -          LKAP-GutHK_D11_089   -               42     883      16     875       2     882    1500    +      8e-174  577.8  23.6  -
Cellvibrionaceae_Teredinibacter                  -          LKAP-GutHK_D11_089   -               23     855      16     875       2     882    1469    +    1.2e-173  577.3  23.3  -
Caulobacteraceae_Phenylobacterium                -          LKAP-GutHK_D11_089   -               33     817      16     876       2     882    1433    +    1.2e-173  577.5  21.7  -
Methylocystaceae_Terasakiella                    -          LKAP-GutHK_D11_089   -               34     839      10     876       3     882    1463    +    1.3e-173  577.4  22.9  -
Desulfohalobiaceae_Desulfothermus                -          LKAP-GutHK_D11_089   -               20     879      17     877       2     882    1492    +    1.6e-173  577.2  23.1  -
Rubrobacteraceae_Rubrobacter                     -          LKAP-GutHK_D11_089   -               25     871      18     876       4     882    1495    +    1.7e-173  577.0  22.7  -
Xanthobacteraceae_Labrys                         -          LKAP-GutHK_D11_089   -               23     807      16     876       3     882    1409    +    1.8e-173  577.1  21.7  -
Rhodospirillaceae_Rhodocista                     -          LKAP-GutHK_D11_089   -               42     793      75     876      53     882    1373    +    2.5e-173  576.5  21.6  -
Methylobacteriaceae_Methylobacterium             -          LKAP-GutHK_D11_089   -               20     810      15     877       2     882    1424    +    2.8e-173  576.4  23.0  -
Methylocystaceae_Hansschlegelia                  -          LKAP-GutHK_D11_089   -               43     830      16     876       3     882    1450    +    3.4e-173  576.1  23.2  -
Halobacteriovoracaceae_Halobacteriovorax         -          LKAP-GutHK_D11_089   -               24     880      17     876       5     882    1480    +    3.6e-173  575.9  22.1  -
Erythrobacteraceae_Croceicoccus                  -          LKAP-GutHK_D11_089   -               44     830      17     876       4     882    1477    +    4.3e-173  575.9  21.3  -
Sphingomonadaceae_Sphingoaurantiacus             -          LKAP-GutHK_D11_089   -               24     810      17     876       3     882    1429    +    6.6e-173  575.4  21.2  -
Halieaceae_Pseudohaliea                          -          LKAP-GutHK_D11_089   -               38     871      16     874       2     881    1485    +    6.7e-173  575.0  23.5  -
Rhodobiaceae_Rhodoligotrophos                    -          LKAP-GutHK_D11_089   -               34     839      10     876       3     882    1487    +    6.8e-173  575.1  22.9  -
Oceanospirillaceae_Corallomonas                  -          LKAP-GutHK_D11_089   -                6     849      10     874       5     881    1466    +    7.3e-173  574.7  22.9  -
Rhodobacteraceae_Pseudorhodobacter               -          LKAP-GutHK_D11_089   -               31     826      10     876       3     882    1428    +    7.3e-173  575.1  21.8  -
Pasteurellaceae_Muribacter                       -          LKAP-GutHK_D11_089   -               23     857      16     874       2     881    1356    +      9e-173  574.5  23.1  -
Cellvibrionaceae_Marinibactrum                   -          LKAP-GutHK_D11_089   -               23     857      16     875       2     882    1451    +    9.8e-173  574.4  22.9  -
Aurantimonadaceae_Aurantimonas                   -          LKAP-GutHK_D11_089   -               33     819      16     876       3     882    1410    +    1.1e-172  574.5  22.7  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-GutHK_D11_089   -               24     808      17     877       3     882    1430    +    1.2e-172  574.5  22.1  -
Rhodospirillaceae_Tistrella                      -          LKAP-GutHK_D11_089   -               46     845      17     876       4     882    1495    +    1.2e-172  574.8  21.9  -
Oleiphilaceae_Oleiphilus                         -          LKAP-GutHK_D11_089   -               32     862      16     874       2     881    1437    +    1.4e-172  573.9  23.0  -
Desulfuromonadaceae_Desulfuromusa                -          LKAP-GutHK_D11_089   -               43     874      17     876       4     882    1473    +    1.8e-172  573.4  22.1  -
Oceanospirillaceae_Terasakiispira                -          LKAP-GutHK_D11_089   -               13     847      16     874       7     881    1436    +    2.2e-172  573.3  21.7  -
Pasteurellaceae_Basfia                           -          LKAP-GutHK_D11_089   -               24     865      17     874       3     881    1365    +    2.3e-172  573.3  23.2  -
Hyphomicrobiaceae_Rhodoplanes                    -          LKAP-GutHK_D11_089   -               43     831      16     876       2     882    1451    +    2.4e-172  573.4  22.8  -
Comamonadaceae_Verminephrobacter                 -          LKAP-GutHK_D11_089   -               40     882      16     876       2     882    1469    +    2.7e-172  572.8  23.1  -
Rhizobiaceae_Shinella                            -          LKAP-GutHK_D11_089   -               30     813      17     876       3     882    1418    +    2.9e-172  573.2  22.1  -
Desulfobacteraceae_Desulfatiferula               -          LKAP-GutHK_D11_089   -               44     896      16     866       2     882    1554    +    3.6e-172  572.4  21.8  -
Methylococcaceae_Methylosphaera                  -          LKAP-GutHK_D11_089   -               22     862      16     874       3     881    1451    +    3.7e-172  572.4  22.4  -
Rhodobacteraceae_Oceanicola                      -          LKAP-GutHK_D11_089   -               31     827      10     877       3     882    1421    +    4.2e-172  572.5  21.6  -
Hyphomicrobiaceae_Pedomicrobium                  -          LKAP-GutHK_D11_089   -               64     820      72     876      49     882    1400    +    4.2e-172  572.6  21.1  -
Thioalkalispiraceae_Thiohalophilus               -          LKAP-GutHK_D11_089   -               28     824      71     875      51     881    1297    +    4.9e-172  572.0  21.7  -
Spirillaceae_Spirillum                           -          LKAP-GutHK_D11_089   -               38     886      15     876       3     882    1447    +      5e-172  572.4  22.5  -
Ectothiorhodospiraceae_Ectothiorhodosinus        -          LKAP-GutHK_D11_089   -               17     851      17     874       4     881    1445    +    5.4e-172  571.9  23.0  -
Cellvibrionaceae_Pseudoteredinibacter            -          LKAP-GutHK_D11_089   -                7     800      74     875      69     882    1406    +    5.6e-172  571.7  21.5  -
Rhodobacteraceae_Actibacterium                   -          LKAP-GutHK_D11_089   -               29     813      16     876       3     882    1429    +    5.6e-172  572.2  21.5  -
Thioalkalispiraceae_Thioalkalispira              -          LKAP-GutHK_D11_089   -               13     844      17     869       7     881    1433    +    5.7e-172  571.7  21.8  -
Rhodobacteraceae_Defluviimonas                   -          LKAP-GutHK_D11_089   -               23     809      16     876       2     882    1389    +    5.7e-172  572.1  21.8  -
Methylobacteriaceae_Microvirga                   -          LKAP-GutHK_D11_089   -               22     817      10     876       3     882    1437    +    5.8e-172  572.1  22.8  -
Rhodobiaceae_Methyloligella                      -          LKAP-GutHK_D11_089   -               35     827      11     876       3     882    1444    +    6.2e-172  572.0  22.7  -
Rhodobacteraceae_Pannonibacter                   -          LKAP-GutHK_D11_089   -               74     832      74     876      44     882    1483    +      7e-172  571.8  21.7  -
Rhizobiales_Bauldia                              -          LKAP-GutHK_D11_089   -               24     831      10     874       3     882    1446    +    7.1e-172  571.9  22.5  -
Rhodobacteraceae_Pseudooceanicola                -          LKAP-GutHK_D11_089   -               34     829      10     876       3     882    1429    +    7.3e-172  571.6  21.2  -
Rhodospirillaceae_Ferrovibrio                    -          LKAP-GutHK_D11_089   -               72     827      73     876      52     882    1447    +    7.6e-172  571.6  21.0  -
Pasteurellaceae_Bibersteinia                     -          LKAP-GutHK_D11_089   -               23     863      16     874       2     881    1362    +      9e-172  571.3  23.1  -
Saccharospirillaceae_Gynuella                    -          LKAP-GutHK_D11_089   -               43     885      16     875       2     882    1503    +    9.1e-172  571.1  23.6  -
Chelatococcaceae_Chelatococcus                   -          LKAP-GutHK_D11_089   -               16     809      12     876       3     882    1430    +    1.1e-171  571.2  22.5  -
Spongiibacteraceae_Dasania                       -          LKAP-GutHK_D11_089   -               17     857      13     875       2     882    1486    +    1.1e-171  571.0  23.4  -
Rhodanobacteraceae_Aquimonas                     -          LKAP-GutHK_D11_089   -               15     852      17     875       6     882    1433    +    1.2e-171  571.0  23.4  -
Hyphomonadaceae_Maricaulis                       -          LKAP-GutHK_D11_089   -               23     809      16     876       3     882    1422    +    1.7e-171  570.7  21.9  -
Acetobacteraceae_Gluconacetobacter               -          LKAP-GutHK_D11_089   -               24     812      17     876       4     882    1418    +    1.7e-171  570.7  22.4  -
Halieaceae_Chromatocurvus                        -          LKAP-GutHK_D11_089   -               39     872      16     874       2     881    1523    +    1.8e-171  570.2  23.4  -
Rhodobacteraceae_Amaricoccus                     -          LKAP-GutHK_D11_089   -               33     828      10     876       3     882    1428    +    1.8e-171  570.5  22.4  -
Spirochaetaceae_Spirochaeta                      -          LKAP-GutHK_D11_089   -               35     874      17     874       4     879    1495    +      2e-171  570.1  22.9  -
Oceanospirillaceae_Bermanella                    -          LKAP-GutHK_D11_089   -               50     885      16     875       2     882    1533    +      2e-171  569.9  22.6  -
Moraxellaceae_Fluviicoccus                       -          LKAP-GutHK_D11_089   -                5     824      20     874      16     881    1405    +    2.2e-171  569.8  21.9  -
Ectothiorhodospiraceae_Natronocella              -          LKAP-GutHK_D11_089   -                2     838      17     874      16     881    1425    +    2.4e-171  569.8  22.2  -
Rhodobacteraceae_Albimonas                       -          LKAP-GutHK_D11_089   -               43     829      16     876       3     882    1429    +      3e-171  569.7  21.8  -
Peptostreptococcaceae_Filifactor                 -          LKAP-GutHK_D11_089   -               23     849      16     874       2     881    1450    +    3.4e-171  569.3  22.7  -
Desulfobacteraceae_Desulfococcus                 -          LKAP-GutHK_D11_089   -               90     903      74     874      51     882    1529    +    4.2e-171  568.9  20.7  -
Thioalkalispiraceae_Endothiovibrio               -          LKAP-GutHK_D11_089   -               85     884      68     874      46     881    1530    +    4.4e-171  568.9  21.9  -
Piscirickettsiaceae_Cycloclasticus               -          LKAP-GutHK_D11_089   -               41     880      16     874       3     881    1494    +    5.5e-171  568.4  22.9  -
Halomonadaceae_Carnimonas                        -          LKAP-GutHK_D11_089   -               29     869      16     874       2     881    1519    +      6e-171  568.5  22.9  -
Sphingomonadaceae_Stakelama                      -          LKAP-GutHK_D11_089   -               24     811      17     876       4     882    1414    +    6.2e-171  568.7  21.4  -
Phyllobacteriaceae_Pseudaminobacter              -          LKAP-GutHK_D11_089   -               23     807      16     876       3     882    1406    +      7e-171  568.6  22.3  -
Rhodobacteraceae_Roseibium                       -          LKAP-GutHK_D11_089   -               43     825      17     876       3     882    1397    +    7.2e-171  568.7  22.8  -
Ruminococcaceae_Acetivibrio                      -          LKAP-GutHK_D11_089   -               38     881      17     875       2     882    1529    +    8.2e-171  568.0  22.2  -
Rhodospirillaceae_Reyranella                     -          LKAP-GutHK_D11_089   -               29     816      17     876       3     882    1429    +      1e-170  567.9  22.0  -
Acetobacteraceae_Komagataeibacter                -          LKAP-GutHK_D11_089   -               36     824      17     876       3     882    1456    +    1.1e-170  568.0  22.2  -
Methylocystaceae_Methylocystis                   -          LKAP-GutHK_D11_089   -               64     820      72     876      50     882    1426    +    1.7e-170  567.2  20.9  -
Moraxellaceae_Cavicella                          -          LKAP-GutHK_D11_089   -               23     813      73     869      53     880    1423    +    2.5e-170  566.3  21.5  -
Acetobacteraceae_Tanticharoenia                  -          LKAP-GutHK_D11_089   -               24     812      17     876       3     882    1414    +    2.8e-170  566.6  22.6  -
Halomonadaceae_Pistricoccus                      -          LKAP-GutHK_D11_089   -               23     863      16     874       2     881    1463    +    3.1e-170  566.2  23.2  -
Rhodobacteraceae_Ahrensia                        -          LKAP-GutHK_D11_089   -               44     829      17     876       3     882    1474    +    3.1e-170  566.4  22.4  -
Syntrophobacteraceae_Desulfacinum                -          LKAP-GutHK_D11_089   -               64     862      71     867      49     881    1461    +    3.3e-170  566.1  20.5  -
Alteromonadaceae_Planctobacterium                -          LKAP-GutHK_D11_089   -               43     877      16     874       2     881    1497    +    3.8e-170  565.7  22.4  -
Acetobacteraceae_Acidiphilium                    -          LKAP-GutHK_D11_089   -               51     819      65     876      44     882    1418    +    3.9e-170  566.1  22.6  -
Rhodospirillaceae_Phaeospirillum                 -          LKAP-GutHK_D11_089   -               47     801      74     876      49     882    1401    +    4.2e-170  565.9  21.2  -
Desulfobacteraceae_Desulfonatronobacter          -          LKAP-GutHK_D11_089   -               29     892      17     876       2     882    1508    +    4.7e-170  565.4  21.9  -
Brucellaceae_Brucella                            -          LKAP-GutHK_D11_089   -               58     812      74     876      52     882    1412    +    4.8e-170  565.8  20.9  -
Pasteurellaceae_Chelonobacter                    -          LKAP-GutHK_D11_089   -               37     832      68     874      46     881    1389    +    4.9e-170  565.6  22.2  -
Pasteurellaceae_Frederiksenia                    -          LKAP-GutHK_D11_089   -               23     863      16     874       2     881    1362    +    5.8e-170  565.4  23.3  -
Rhodospirillaceae_Thalassobaculum                -          LKAP-GutHK_D11_089   -               69     822      75     876      54     882    1384    +    6.7e-170  565.2  21.1  -
Cystobacteraceae_Cystobacter                     -          LKAP-GutHK_D11_089   -               24     874      17     875       2     882    1491    +    7.8e-170  564.8  22.0  -
Halomonadaceae_Halotalea                         -          LKAP-GutHK_D11_089   -               23     863      16     874       2     881    1491    +    7.8e-170  564.9  23.4  -
Porticoccaceae_Porticoccus                       -          LKAP-GutHK_D11_089   -               31     866      16     874       2     881    1497    +    8.2e-170  564.7  23.1  -
Pseudomonadaceae_Oblitimonas                     -          LKAP-GutHK_D11_089   -               23     869      16     874       2     881    1469    +    8.4e-170  564.6  22.8  -
Hyphomonadaceae_Hyphomonas                       -          LKAP-GutHK_D11_089   -               58     819      59     876      39     882    1355    +    1.1e-169  564.8  20.4  -
Hyphomicrobiaceae_Blastochloris                  -          LKAP-GutHK_D11_089   -               55     809      74     876      47     882    1427    +    1.1e-169  564.4  23.7  -
Desulfovibrionaceae_Desulfocurvus                -          LKAP-GutHK_D11_089   -               44     893      17     876       2     882    1532    +    1.1e-169  564.5  23.0  -
Rhodobiaceae_Parvibaculum                        -          LKAP-GutHK_D11_089   -               63     818      74     877      27     882    1437    +    1.2e-169  564.5  20.6  -
Granulosicoccaceae_Sulfuriflexus                 -          LKAP-GutHK_D11_089   -               24     867      17     875       3     882    1464    +    1.2e-169  564.2  22.5  -
Xanthobacteraceae_Azorhizobium                   -          LKAP-GutHK_D11_089   -               62     816      74     876      49     882    1449    +    1.5e-169  564.2  20.6  -
Methylocystaceae_Methylosinus                    -          LKAP-GutHK_D11_089   -               24     811      17     876       3     882    1410    +    1.7e-169  564.0  22.3  -
Rhodospirillaceae_Rhodovibrio                    -          LKAP-GutHK_D11_089   -               29     829      10     876       2     882    1480    +    1.7e-169  564.0  22.6  -
